reading_id,timestamp,equipment_id,bench_id,x_coord,y_coord,sensor_cu_grade,tonnage
739,2025-03-12 23:16:00,SHOVEL-02,BENCH-105,1447.5,5397.09,0.8533,203.47
740,2025-02-06 19:01:00,SHOVEL-03,BENCH-100,1993.41,5301.84,0.5931,131.06
741,2025-01-29 06:54:00,SHOVEL-02,BENCH-100,1771.52,5943.35,1.0008,219.8
742,2025-03-12 16:35:00,SHOVEL-03,BENCH-110,1154.71,5037.74,1.2498,140.46
743,2025-01-18 08:23:00,SHOVEL-03,BENCH-100,1232.99,5811.07,0.9808,95.62
744,2025-02-21 18:58:00,SHOVEL-01,BENCH-110,1077.2,5324.69,0.3545,162.03
745,2025-03-04 22:44:00,SHOVEL-03,BENCH-100,1595.23,5300.39,0.5696,204.23
746,2025-03-15 12:05:00,SHOVEL-01,BENCH-105,1347.93,5817.14,0.9167,150.81
747,2025-01-16 07:47:00,SHOVEL-03,BENCH-110,1928.65,5633.89,0.7237,187.47
748,2025-01-07 09:33:00,SHOVEL-01,BENCH-105,1539.93,5149.58,1.396,165.41
749,2025-01-29 04:03:00,SHOVEL-03,BENCH-110,1997.37,5971.04,1.462,207.98
750,2025-03-15 16:05:00,SHOVEL-01,BENCH-105,1289.78,5394.32,1.1534,102.47
751,2025-01-11 15:36:00,SHOVEL-03,BENCH-100,1548.15,5262.56,1.0005,147.75
752,2025-02-25 22:08:00,SHOVEL-01,BENCH-105,1559.3,5487.86,0.6452,190.88
753,2025-01-26 17:39:00,SHOVEL-03,BENCH-110,1246.25,5071.64,0.7712,212.05
754,2025-02-11 21:59:00,SHOVEL-03,BENCH-100,1112.53,5413.58,1.1005,142.1
755,2025-01-25 10:22:00,SHOVEL-03,BENCH-110,1024.21,5304.82,0.9903,247.9
756,2025-03-20 14:39:00,SHOVEL-01,BENCH-105,1044.88,5818.17,0.5491,113.95
757,2025-02-17 04:48:00,SHOVEL-03,BENCH-100,1112.37,5054.54,0.5215,241.32
758,2025-01-19 09:00:00,SHOVEL-02,BENCH-110,1804.28,5305.12,0.8196,160.1
759,2025-02-12 06:47:00,SHOVEL-03,BENCH-100,1203.8,5523.27,1.2788,123.97
760,2025-03-03 19:46:00,SHOVEL-01,BENCH-110,1698.76,5018.39,0.7423,
761,2025-03-26 16:02:00,SHOVEL-02,BENCH-100,1060.11,5200.7,1.2018,198.41
762,2025-02-04 01:29:00,SHOVEL-03,BENCH-100,1066.6,5660.37,0.7166,192.71
763,2025-03-26 11:55:00,SHOVEL-01,BENCH-100,1292.5,5883.4,0.844,145.71
764,2025-02-18 16:45:00,SHOVEL-01,BENCH-105,1484.66,5597.11,1.4446,
765,2025-01-26 16:29:00,SHOVEL-03,BENCH-110,1021.49,5247.39,0.6382,170.0
766,2025-02-12 15:25:00,SHOVEL-03,BENCH-100,1018.37,5684.31,0.7437,140.41
767,2025-02-08 07:32:00,SHOVEL-02,BENCH-100,1625.79,5878.68,0.919,231.37
768,2025-01-04 17:17:00,SHOVEL-01,BENCH-100,1341.79,5392.85,0.6059,103.33
769,2025-02-18 16:43:00,SHOVEL-03,BENCH-110,1686.52,5417.33,0.9358,177.39
770,2025-02-24 09:58:00,SHOVEL-03,BENCH-105,1449.17,5131.77,0.3277,190.92
771,2025-03-16 17:43:00,SHOVEL-01,BENCH-100,1309.0,5705.14,0.9849,169.05
772,2025-01-18 13:58:00,SHOVEL-01,BENCH-110,1933.03,5917.11,1.2287,133.97
773,2025-03-13 17:46:00,SHOVEL-01,BENCH-100,1317.6,5879.64,0.7369,203.6
774,2025-02-10 13:26:00,SHOVEL-02,BENCH-105,1745.61,5821.7,0.6245,188.26
775,2025-02-05 04:49:00,SHOVEL-01,BENCH-100,1131.55,5026.2,1.1397,247.61
776,2025-03-20 08:38:00,SHOVEL-03,BENCH-110,1230.91,5232.18,0.8087,196.85
777,2025-02-15 02:44:00,SHOVEL-02,BENCH-100,1502.32,5604.71,0.5644,201.04
778,2025-02-17 05:54:00,SHOVEL-02,BENCH-105,1473.85,5163.79,0.8228,118.47
779,2025-02-22 00:59:00,SHOVEL-02,BENCH-105,1222.55,5671.34,1.0141,114.48
780,2025-01-27 02:11:00,SHOVEL-02,BENCH-110,1489.94,5324.9,1.2015,157.78
781,2025-02-01 13:25:00,SHOVEL-01,BENCH-110,1735.33,5380.37,0.7849,133.19
782,2025-03-20 23:36:00,SHOVEL-03,BENCH-110,1525.23,5875.78,0.3147,213.78
783,2025-03-08 03:28:00,SHOVEL-02,BENCH-100,1877.78,5245.72,1.0117,171.44
784,2025-01-06 17:24:00,SHOVEL-03,BENCH-110,1962.59,5189.85,0.908,154.72
785,2025-02-08 09:29:00,SHOVEL-01,BENCH-105,1294.42,5919.03,0.417,197.29
786,2025-01-19 14:53:00,SHOVEL-03,BENCH-105,1090.44,5500.66,0.9482,110.56
787,2025-03-16 22:34:00,SHOVEL-01,BENCH-105,1413.56,5450.89,0.8149,110.41
788,2025-03-17 22:57:00,SHOVEL-01,BENCH-105,1090.18,5324.07,0.9638,190.26
789,2025-01-21 22:46:00,SHOVEL-01,BENCH-100,1114.16,5449.4,0.5394,141.7
790,2025-03-09 22:24:00,SHOVEL-03,BENCH-110,1612.07,5159.9,0.6015,173.56
791,2025-01-06 05:58:00,SHOVEL-02,BENCH-110,1871.31,5862.67,0.992,107.56
792,2025-01-19 05:49:00,SHOVEL-03,BENCH-100,1419.58,5309.52,0.601,210.67
793,2025-02-27 09:40:00,SHOVEL-01,BENCH-100,1898.54,5960.43,1.0127,
794,2025-02-02 00:29:00,SHOVEL-02,BENCH-105,1543.5,5005.75,0.8647,230.06
795,2025-01-31 06:37:00,SHOVEL-03,BENCH-105,1453.74,5441.88,0.65,182.21
796,2025-01-01 07:56:00,SHOVEL-03,BENCH-105,1619.77,5557.55,0.3483,220.29
797,2025-01-07 05:09:00,SHOVEL-01,BENCH-110,1349.02,5145.37,1.0315,85.51
798,2025-03-15 19:19:00,SHOVEL-02,BENCH-100,1049.03,5416.96,0.1785,110.3
799,2025-03-28 09:39:00,SHOVEL-03,BENCH-110,1699.85,5572.28,1.1694,175.57
800,2025-02-28 23:37:00,SHOVEL-02,BENCH-100,1093.13,5299.29,0.797,142.66
801,2025-02-18 02:48:00,SHOVEL-02,BENCH-110,1064.93,5470.82,0.9143,100.74
802,2025-02-05 10:33:00,SHOVEL-02,BENCH-110,1209.85,5209.05,0.6246,89.89
803,2025-03-15 23:40:00,SHOVEL-03,BENCH-100,1483.66,5688.65,0.653,238.76
804,2025-04-01 09:27:00,SHOVEL-03,BENCH-105,1259.66,5575.14,1.0106,185.95
805,2025-01-17 19:36:00,SHOVEL-02,BENCH-110,1729.18,5497.74,0.9106,
806,2025-03-20 07:45:00,SHOVEL-02,BENCH-100,1001.58,5023.99,0.652,186.33
807,2025-01-16 23:54:00,SHOVEL-01,BENCH-110,1998.99,5414.04,1.0646,136.74
808,2025-03-13 20:13:00,SHOVEL-01,BENCH-110,1201.19,5281.63,1.0603,214.33
809,2025-02-09 09:32:00,SHOVEL-03,BENCH-105,1767.03,5113.84,0.8645,136.66
810,2025-02-20 23:36:00,SHOVEL-03,BENCH-100,1832.04,5194.02,0.8353,221.75
811,2025-03-28 15:58:00,SHOVEL-02,BENCH-100,1645.65,5481.5,0.7633,186.62
812,2025-03-10 10:29:00,SHOVEL-02,BENCH-110,1056.02,5521.07,1.0264,176.04
813,2025-03-28 10:35:00,SHOVEL-03,BENCH-100,1208.26,5685.49,1.4047,215.92
814,2025-02-15 02:09:00,SHOVEL-02,BENCH-100,1339.15,5375.24,0.8407,170.83
815,2025-01-22 18:38:00,SHOVEL-02,BENCH-100,1595.19,5864.59,0.9352,207.76
816,2025-04-01 10:45:00,SHOVEL-01,BENCH-105,1413.87,5497.05,0.9035,120.4
817,2025-02-27 09:13:00,SHOVEL-03,BENCH-105,1175.01,5374.22,0.7715,86.36
818,2025-01-26 02:28:00,SHOVEL-03,BENCH-100,1799.03,5904.96,0.734,106.19
819,2025-02-13 15:46:00,SHOVEL-03,BENCH-105,1775.53,5143.3,0.6451,228.21
820,2025-03-08 21:08:00,SHOVEL-01,BENCH-110,1036.55,5387.59,1.2802,227.02
821,2025-01-15 00:19:00,SHOVEL-01,BENCH-110,1848.12,5871.88,0.969,136.66
822,2025-01-06 03:33:00,SHOVEL-03,BENCH-110,1312.48,5577.56,0.8663,133.06
823,2025-01-27 10:12:00,SHOVEL-01,BENCH-105,1276.65,5319.15,0.6187,154.99
824,2025-01-16 08:09:00,SHOVEL-01,BENCH-105,1114.46,5958.3,0.8821,175.14
825,2025-01-14 06:34:00,SHOVEL-02,BENCH-110,1318.48,5141.56,1.354,199.74
826,2025-02-06 18:15:00,SHOVEL-01,BENCH-100,1311.38,5892.24,1.021,171.9
827,2025-01-07 04:01:00,SHOVEL-02,BENCH-110,1050.46,5383.6,0.8703,94.64
828,2025-02-20 05:45:00,SHOVEL-03,BENCH-110,1629.47,5690.12,0.911,155.79
829,2025-02-15 09:21:00,SHOVEL-01,BENCH-110,1758.4,5809.3,0.9975,93.35
830,2025-03-01 18:08:00,SHOVEL-01,BENCH-110,1468.28,5455.58,0.6896,196.36
831,2025-04-01 14:30:00,SHOVEL-01,BENCH-100,1143.72,5895.7,1.1698,123.87
832,2025-02-16 12:11:00,SHOVEL-03,BENCH-110,1330.33,5860.79,0.2709,135.21
833,2025-03-04 00:04:00,SHOVEL-02,BENCH-100,1351.44,5461.24,1.1724,109.04
834,2025-02-14 19:36:00,SHOVEL-01,BENCH-110,1102.93,5817.55,0.5598,215.45
835,2025-02-11 17:41:00,SHOVEL-01,BENCH-105,1532.75,5400.82,1.1039,150.29
836,2025-03-21 07:35:00,SHOVEL-01,BENCH-105,1383.82,5340.71,0.7609,218.37
837,2025-03-17 13:50:00,SHOVEL-02,BENCH-110,1787.33,5544.53,0.6783,120.15
838,2025-03-26 21:04:00,SHOVEL-03,BENCH-110,1574.19,5486.63,1.2281,180.67
839,2025-03-01 10:35:00,SHOVEL-01,BENCH-105,1176.17,5955.88,1.276,91.83
840,2025-01-14 21:52:00,SHOVEL-03,BENCH-105,1327.41,5644.99,1.065,90.45
841,2025-01-28 04:56:00,SHOVEL-03,BENCH-110,1809.84,5757.08,0.949,192.35
842,2025-02-27 17:18:00,SHOVEL-02,BENCH-110,1577.93,5195.67,0.65,195.86
843,2025-02-10 09:36:00,SHOVEL-03,BENCH-105,1918.5,5936.68,0.6503,202.02
844,2025-02-14 02:37:00,SHOVEL-01,BENCH-110,1986.42,5404.2,0.7499,101.68
845,2025-02-07 01:23:00,SHOVEL-03,BENCH-100,1000.84,5560.03,0.9001,246.38
846,2025-01-15 09:55:00,SHOVEL-01,BENCH-100,1431.72,5590.16,0.9587,186.29
847,2025-02-18 12:24:00,SHOVEL-02,BENCH-110,1211.22,5173.41,0.9601,103.64
848,2025-03-13 12:53:00,SHOVEL-02,BENCH-105,1154.27,5997.46,1.0367,193.91
849,2025-01-18 00:04:00,SHOVEL-03,BENCH-100,1144.0,5884.89,0.5457,191.85
850,2025-01-18 02:08:00,SHOVEL-03,BENCH-105,1860.15,5893.58,0.9928,198.22
851,2025-02-24 19:11:00,SHOVEL-02,BENCH-110,1424.12,5820.07,0.9768,145.4
852,2025-01-29 05:27:00,SHOVEL-03,BENCH-100,1577.94,5846.8,1.0975,120.25
853,2025-03-06 08:26:00,SHOVEL-03,BENCH-110,1366.97,5978.23,0.9332,176.59
854,2025-04-01 11:07:00,SHOVEL-03,BENCH-105,1961.74,5080.06,1.1701,204.13
855,2025-03-09 08:29:00,SHOVEL-03,BENCH-100,1523.36,5610.07,0.7389,121.69
856,2025-03-22 23:42:00,SHOVEL-03,BENCH-100,1684.07,5539.2,1.1171,178.54
857,2025-03-20 01:57:00,SHOVEL-02,BENCH-110,1778.53,5468.87,0.3746,167.15
858,2025-03-02 18:46:00,SHOVEL-02,BENCH-105,1352.91,5977.76,0.7089,130.09
859,2025-01-22 01:44:00,SHOVEL-03,BENCH-110,1304.07,5785.02,0.9482,124.28
860,2025-03-22 15:37:00,SHOVEL-01,BENCH-110,1051.62,5990.36,0.9925,217.51
861,2025-03-21 00:18:00,SHOVEL-02,BENCH-100,1126.82,5076.86,0.9575,213.24
862,2025-02-02 04:39:00,SHOVEL-02,BENCH-105,1857.86,5014.2,1.0839,98.96
863,2025-01-23 18:47:00,SHOVEL-01,BENCH-110,1446.65,5807.84,0.703,124.41
864,2025-03-31 07:31:00,SHOVEL-01,BENCH-110,1862.01,5342.85,0.7807,94.35
865,2025-01-19 19:59:00,SHOVEL-01,BENCH-105,1752.76,5412.95,1.0889,145.14
866,2025-03-26 14:46:00,SHOVEL-03,BENCH-100,1210.86,5734.36,0.7662,138.66
867,2025-03-24 08:48:00,SHOVEL-01,BENCH-100,1167.6,5398.74,0.8209,131.23
868,2025-03-10 07:24:00,SHOVEL-03,BENCH-110,1390.07,5262.63,0.9207,170.18
869,2025-02-25 00:18:00,SHOVEL-02,BENCH-105,1678.49,5961.76,0.5012,196.09
870,2025-01-06 03:58:00,SHOVEL-03,BENCH-110,1353.83,5844.24,1.2244,183.78
871,2025-03-25 08:21:00,SHOVEL-02,BENCH-105,1802.32,5255.34,0.8104,179.31
872,2025-03-01 21:47:00,SHOVEL-01,BENCH-110,1671.89,5770.5,0.9605,168.39
873,2025-03-28 22:11:00,SHOVEL-02,BENCH-110,1010.58,5008.48,0.6372,91.55
874,2025-02-22 03:33:00,SHOVEL-01,BENCH-110,1445.94,5219.42,1.1339,128.16
875,2025-01-25 01:01:00,SHOVEL-03,BENCH-100,1056.88,5594.14,0.9775,231.97
876,2025-01-28 19:40:00,SHOVEL-01,BENCH-110,1957.8,5086.39,0.2284,182.8
877,2025-02-18 21:48:00,SHOVEL-03,BENCH-110,1803.2,5184.77,0.54,98.84
878,2025-01-24 08:18:00,SHOVEL-02,BENCH-110,1936.18,5638.78,1.0877,236.86
879,2025-02-05 13:44:00,SHOVEL-03,BENCH-105,1257.34,5780.73,0.8919,127.14
880,2025-01-08 12:24:00,SHOVEL-02,BENCH-100,1258.24,5812.8,1.3583,110.25
881,2025-01-09 15:59:00,SHOVEL-01,BENCH-110,1392.63,5645.48,1.3194,98.43
882,2025-03-11 13:13:00,SHOVEL-03,BENCH-110,1106.25,5441.58,0.7407,124.03
883,2025-01-05 02:04:00,SHOVEL-03,BENCH-110,1250.6,5445.88,0.721,232.41
884,2025-01-20 20:40:00,SHOVEL-01,BENCH-100,1664.61,5266.44,1.3787,199.01
885,2025-02-20 18:00:00,SHOVEL-03,BENCH-110,1939.91,5490.68,0.9249,154.13
886,2025-01-09 17:14:00,SHOVEL-01,BENCH-105,1954.16,5817.98,0.9965,161.95
887,2025-03-14 17:59:00,SHOVEL-02,BENCH-105,1681.84,5400.61,0.7099,187.49
888,2025-03-24 02:23:00,SHOVEL-03,BENCH-105,1080.46,5459.64,0.5588,210.31
889,2025-03-24 06:11:00,SHOVEL-03,BENCH-100,1967.51,5660.73,0.6941,130.81
890,2025-02-19 03:40:00,SHOVEL-03,BENCH-105,1486.5,5885.21,0.6873,154.46
891,2025-01-25 04:02:00,SHOVEL-01,BENCH-100,1719.74,5592.95,0.4918,163.17
892,2025-01-09 17:41:00,SHOVEL-02,BENCH-105,1533.94,5834.25,0.5346,156.38
893,2025-01-03 01:21:00,SHOVEL-01,BENCH-105,1787.78,5042.81,0.754,100.09
894,2025-03-25 21:33:00,SHOVEL-02,BENCH-110,1870.2,5536.56,0.7125,205.98
895,2025-01-30 02:02:00,SHOVEL-03,BENCH-100,1488.89,5019.06,1.037,234.22
896,2025-03-21 01:15:00,SHOVEL-03,BENCH-110,1130.54,5172.25,0.3904,88.49
897,2025-02-09 03:29:00,SHOVEL-03,BENCH-100,1835.35,5063.96,0.8637,218.97
898,2025-01-15 15:38:00,SHOVEL-03,BENCH-100,1063.11,5202.64,0.8431,137.35
899,2025-03-28 12:20:00,SHOVEL-01,BENCH-110,1575.97,5137.33,0.7066,222.19
900,2025-01-28 01:37:00,SHOVEL-01,BENCH-105,1063.22,5273.89,1.1207,208.78
901,2025-01-22 22:23:00,SHOVEL-03,BENCH-100,1438.66,5925.68,1.3204,86.92
902,2025-01-13 20:39:00,SHOVEL-02,BENCH-100,1015.63,5486.97,0.5518,81.08
903,2025-01-23 02:45:00,SHOVEL-03,BENCH-110,1886.92,5416.22,0.2725,217.26
904,2025-03-02 22:08:00,SHOVEL-01,BENCH-100,1639.83,5523.09,0.9575,150.05
905,2025-01-23 19:44:00,SHOVEL-01,BENCH-110,1180.0,5499.89,0.5263,241.55
906,2025-03-22 09:22:00,SHOVEL-02,BENCH-100,1557.71,5191.9,0.741,247.72
907,2025-01-13 19:23:00,SHOVEL-03,BENCH-110,1219.28,5770.33,1.3248,192.09
908,2025-02-05 01:12:00,SHOVEL-01,BENCH-100,1685.24,5968.57,0.7116,160.65
909,2025-01-23 05:42:00,SHOVEL-01,BENCH-100,1644.86,5285.06,0.2545,153.89
910,2025-02-12 19:51:00,SHOVEL-02,BENCH-100,1104.42,5052.46,0.7182,171.35
911,2025-01-21 00:31:00,SHOVEL-03,BENCH-100,1070.86,5235.3,0.8233,155.62
912,2025-03-16 10:26:00,SHOVEL-01,BENCH-110,1676.85,5325.68,0.7418,212.43
913,2025-02-11 07:06:00,SHOVEL-01,BENCH-110,1412.6,5199.96,0.9275,231.53
914,2025-01-10 15:37:00,SHOVEL-02,BENCH-100,1890.49,5144.94,0.6903,237.74
915,2025-02-28 05:24:00,SHOVEL-02,BENCH-100,1457.74,5194.15,0.8269,140.96
916,2025-02-04 06:21:00,SHOVEL-01,BENCH-100,1692.21,5059.65,1.0457,103.21
917,2025-03-01 14:26:00,SHOVEL-01,BENCH-105,1219.85,5295.16,1.1113,106.65
918,2025-03-23 19:57:00,SHOVEL-01,BENCH-110,1970.14,5855.0,0.7258,94.7
919,2025-03-08 15:55:00,SHOVEL-01,BENCH-110,1473.49,5462.76,0.5728,82.47
920,2025-02-24 23:55:00,SHOVEL-01,BENCH-100,1327.3,5579.47,0.825,231.61
921,2025-03-17 04:58:00,SHOVEL-03,BENCH-100,1417.77,5044.22,0.6673,248.52
922,2025-03-06 01:27:00,SHOVEL-03,BENCH-105,1479.27,5798.02,0.7202,219.62
923,2025-02-27 15:15:00,SHOVEL-01,BENCH-110,1753.08,5693.16,0.8078,149.13
924,2025-01-28 04:22:00,SHOVEL-02,BENCH-100,1647.64,5090.73,1.0971,161.56
925,2025-02-09 05:45:00,SHOVEL-02,BENCH-110,1747.29,5024.41,1.1265,157.32
926,2025-01-18 22:25:00,SHOVEL-01,BENCH-105,1626.81,5703.9,0.8305,80.23
927,2025-03-22 02:24:00,SHOVEL-03,BENCH-105,1530.92,5296.59,0.6251,207.99
928,2025-03-31 19:34:00,SHOVEL-03,BENCH-100,1787.69,5080.96,1.0465,229.74
929,2025-01-08 16:58:00,SHOVEL-03,BENCH-105,1887.98,5110.97,1.1781,142.15
930,2025-03-21 01:23:00,SHOVEL-02,BENCH-100,1648.17,5704.87,9.43,175.33
931,2025-01-27 04:21:00,SHOVEL-01,BENCH-110,1113.56,5478.49,0.8813,239.66
932,2025-03-16 22:13:00,SHOVEL-03,BENCH-100,1320.46,5897.93,0.9085,165.61
933,2025-02-24 08:03:00,SHOVEL-01,BENCH-105,1345.23,5486.23,1.0431,
934,2025-01-16 15:45:00,SHOVEL-03,BENCH-110,1825.38,5899.45,1.1983,156.84
935,2025-02-17 21:44:00,SHOVEL-01,BENCH-100,1891.9,5457.87,0.5444,93.63
936,2025-01-23 09:04:00,SHOVEL-01,BENCH-100,1275.94,5697.08,0.5564,164.38
937,2025-01-27 16:40:00,SHOVEL-01,BENCH-105,1416.54,5682.4,0.8354,238.39
938,2025-03-02 11:26:00,SHOVEL-02,BENCH-110,1644.68,5291.52,1.2892,90.7
939,2025-01-30 16:41:00,SHOVEL-02,BENCH-105,1578.7,5655.76,0.6927,213.76
940,2025-03-04 18:42:00,SHOVEL-03,BENCH-110,1841.91,5445.26,0.3647,131.69
941,2025-01-17 09:10:00,SHOVEL-02,BENCH-100,1484.24,5970.72,1.2205,210.86
942,2025-01-07 04:22:00,SHOVEL-02,BENCH-105,1956.21,5618.63,0.494,107.33
943,2025-03-10 09:11:00,SHOVEL-01,BENCH-110,1692.86,5666.36,0.8658,106.09
944,2025-01-31 03:02:00,SHOVEL-02,BENCH-110,1126.47,5260.41,0.6815,111.36
945,2025-03-13 22:02:00,SHOVEL-03,BENCH-105,1978.02,5147.94,0.7304,156.23
946,2025-01-21 17:19:00,SHOVEL-01,BENCH-100,1404.56,5499.42,0.9871,104.72
947,2025-02-28 10:09:00,SHOVEL-01,BENCH-110,1546.15,5507.41,0.7321,190.03
948,2025-02-07 15:57:00,SHOVEL-02,BENCH-110,1666.89,5799.58,0.7983,203.85
949,2025-02-26 10:44:00,SHOVEL-01,BENCH-110,1478.98,5040.08,0.9132,195.26
950,2025-01-15 09:01:00,SHOVEL-02,BENCH-110,1840.88,5445.97,0.9666,95.72
951,2025-01-08 19:41:00,SHOVEL-01,BENCH-110,1526.43,5781.28,0.9975,210.41
952,2025-01-26 00:05:00,SHOVEL-03,BENCH-105,1677.06,5957.62,1.1729,245.89
953,2025-02-20 06:31:00,SHOVEL-02,BENCH-110,1605.08,5943.4,0.859,234.44
954,2025-02-16 12:09:00,SHOVEL-03,BENCH-105,1369.63,5372.83,0.3671,128.39
955,2025-02-14 09:28:00,SHOVEL-03,BENCH-100,1215.7,5887.8,0.563,206.06
956,2025-02-23 14:18:00,SHOVEL-01,BENCH-110,1970.36,5423.83,1.4616,232.39
957,2025-01-18 18:38:00,SHOVEL-01,BENCH-100,1207.78,5474.61,1.0496,227.48
958,2025-02-12 02:59:00,SHOVEL-03,BENCH-105,1088.45,5409.46,0.3563,235.45
959,2025-02-23 05:35:00,SHOVEL-02,BENCH-110,1567.92,5914.87,0.6034,113.87
960,2025-02-18 09:35:00,SHOVEL-02,BENCH-100,1822.8,5301.99,0.7702,179.49
961,2025-03-05 17:47:00,SHOVEL-02,BENCH-100,1026.84,5002.45,0.415,124.66
962,2025-03-23 20:30:00,SHOVEL-01,BENCH-110,1665.91,5287.69,0.601,110.49
963,2025-03-30 20:15:00,SHOVEL-01,BENCH-100,1764.72,5493.05,1.295,245.01
964,2025-03-18 23:23:00,SHOVEL-03,BENCH-105,1565.57,5868.35,0.1945,186.76
965,2025-03-02 22:52:00,SHOVEL-01,BENCH-105,1512.53,5575.26,1.2819,223.7
966,2025-01-21 18:03:00,SHOVEL-01,BENCH-105,1461.04,5693.28,0.5823,140.76
967,2025-01-07 08:23:00,SHOVEL-02,BENCH-110,1912.1,5355.98,7.252,129.28
968,2025-03-09 20:59:00,SHOVEL-01,BENCH-110,1193.81,5628.03,1.3908,210.0
969,2025-03-18 05:34:00,SHOVEL-02,BENCH-105,1826.82,5684.97,0.9509,131.18
970,2025-03-29 22:44:00,SHOVEL-02,BENCH-100,1534.42,5351.63,1.1293,104.43
971,2025-01-18 16:18:00,SHOVEL-02,BENCH-105,1411.99,5920.91,0.8957,107.71
972,2025-01-28 04:32:00,SHOVEL-01,BENCH-100,1795.11,5558.66,0.8898,197.24
973,2025-03-09 17:45:00,SHOVEL-03,BENCH-110,1756.31,5113.97,0.9758,158.28
974,2025-01-10 03:52:00,SHOVEL-01,BENCH-100,1479.52,5311.57,0.9419,141.64
975,2025-02-26 19:33:00,SHOVEL-02,BENCH-100,1709.89,5028.76,1.1274,218.48
976,2025-01-29 04:54:00,SHOVEL-03,BENCH-100,1688.05,5307.43,0.5077,115.67
977,2025-01-11 13:44:00,SHOVEL-01,BENCH-100,1018.81,5484.25,0.5713,153.31
978,2025-01-26 03:02:00,SHOVEL-03,BENCH-110,1593.18,5469.08,0.811,234.45
979,2025-01-06 02:19:00,SHOVEL-03,BENCH-100,1754.55,5782.37,0.5671,236.42
980,2025-01-27 18:57:00,SHOVEL-01,BENCH-100,1670.6,5029.26,1.1319,104.74
981,2025-02-05 18:22:00,SHOVEL-02,BENCH-100,1855.14,5780.8,0.8591,184.2
982,2025-03-06 18:04:00,SHOVEL-01,BENCH-110,1763.24,5528.84,1.0319,201.69
983,2025-02-06 05:57:00,SHOVEL-03,BENCH-100,1973.58,5098.69,0.9961,116.38
984,2025-03-06 22:30:00,SHOVEL-02,BENCH-110,1589.38,5439.67,0.7886,242.82
985,2025-01-24 11:24:00,SHOVEL-02,BENCH-100,1514.25,5407.58,0.892,209.44
986,2025-02-10 03:29:00,SHOVEL-01,BENCH-110,1135.91,5762.27,0.7632,199.8
987,2025-03-13 23:02:00,SHOVEL-01,BENCH-105,1493.71,5384.78,1.0296,157.68
988,2025-02-09 21:53:00,SHOVEL-02,BENCH-100,1553.92,5290.59,0.8142,225.41
989,2025-01-25 02:57:00,SHOVEL-02,BENCH-110,1367.44,5012.79,1.2068,194.61
990,2025-03-28 03:25:00,SHOVEL-02,BENCH-110,1658.55,5085.01,0.6893,104.37
991,2025-02-21 22:37:00,SHOVEL-01,BENCH-110,1925.29,5977.85,0.4967,91.0
992,2025-01-26 10:12:00,SHOVEL-03,BENCH-105,1122.76,5838.11,0.7623,203.28
993,2025-02-05 22:49:00,SHOVEL-03,BENCH-110,1272.97,5789.49,1.1293,189.45
994,2025-02-21 11:30:00,SHOVEL-03,BENCH-110,1950.14,5987.52,1.0726,166.94
995,2025-01-19 14:06:00,SHOVEL-01,BENCH-105,1489.34,5230.82,0.7242,240.21
996,2025-01-04 03:47:00,SHOVEL-01,BENCH-100,1498.13,5026.75,1.1104,110.45
997,2025-03-19 21:20:00,SHOVEL-01,BENCH-105,1621.97,5096.33,1.2039,93.01
998,2025-03-08 15:50:00,SHOVEL-02,BENCH-100,1293.56,5497.9,1.0235,165.82
999,2025-03-11 10:51:00,SHOVEL-03,BENCH-110,1017.67,5763.96,0.7728,248.42
1000,2025-01-16 12:28:00,SHOVEL-02,BENCH-105,1442.56,5035.98,0.7496,110.07
1001,2025-03-26 09:56:00,SHOVEL-03,BENCH-100,1491.48,5134.49,0.6696,201.67
1002,2025-03-04 03:36:00,SHOVEL-03,BENCH-105,1660.08,5685.37,0.6273,177.28
1003,2025-03-02 17:54:00,SHOVEL-01,BENCH-110,1055.74,5263.39,0.3937,180.48
1004,2025-02-18 19:43:00,SHOVEL-02,BENCH-105,1320.48,5028.15,0.7849,87.67
1005,2025-02-16 11:51:00,SHOVEL-03,BENCH-110,1026.9,5891.34,1.0898,138.01
1006,2025-01-13 13:22:00,SHOVEL-02,BENCH-105,1351.27,5661.24,0.3871,122.09
1007,2025-03-24 09:37:00,SHOVEL-01,BENCH-110,1065.5,5304.91,0.5825,137.39
1008,2025-01-03 17:20:00,SHOVEL-01,BENCH-105,1657.77,5422.47,1.0419,167.51
1009,2025-02-23 08:01:00,SHOVEL-03,BENCH-105,1587.99,5985.76,0.6236,144.22
1010,2025-02-19 10:36:00,SHOVEL-01,BENCH-105,1100.06,5675.11,0.9097,137.11
1011,2025-03-06 21:21:00,SHOVEL-01,BENCH-110,1299.52,5969.43,0.8872,114.3
1012,2025-03-23 02:53:00,SHOVEL-03,BENCH-100,1287.36,5047.53,1.0855,249.36
1013,2025-02-21 07:39:00,SHOVEL-03,BENCH-100,1717.71,5578.19,0.1098,180.62
1014,2025-02-04 02:36:00,SHOVEL-03,BENCH-105,1427.11,5347.32,1.3992,93.03
1015,2025-02-08 16:51:00,SHOVEL-02,BENCH-105,1663.46,5313.35,0.8631,150.43
1016,2025-02-02 19:32:00,SHOVEL-02,BENCH-110,1763.44,5180.6,0.9739,83.16
1017,2025-04-01 16:55:00,SHOVEL-01,BENCH-110,1499.2,5660.81,1.0095,220.06
